+000.0 +079.0
+000.2 +079.2
+000.3 +079.3
+000.5 +079.7
+000.6 +079.9
+000.9 +080.4
+001.2 +080.9
+001.4 +081.3
+001.5 +081.6
+001.8 +082.2
+002.1 +082.8
+002.2 +083.1
+002.4 +083.5
+002.6 +084.0
+003.0 +084.7
+003.3 +085.4
+003.7 +086.2
+003.8 +086.6
+004.0 +086.8
+004.2 +087.4
+004.5 +088.2
+004.6 +088.4
+004.8 +088.7
+005.0 +089.2
+005.1 +089.4
+005.4 +090.1
+005.7 +090.8
+006.1 +091.6
+006.2 +091.9
+006.3 +092.2
+006.6 +092.8
+007.0 +093.5
+007.3 +094.1
+007.4 +094.4
+007.6 +094.7
+007.9 +095.3
+008.2 +095.9
+008.3 +096.2
+008.5 +096.5
+008.7 +096.8
+008.8 +097.0
+009.1 +097.5
+009.4 +098.1
+009.5 +098.3
+009.7 +098.5
+009.9 +098.8
+010.0 +098.9
+010.3 +099.2
+010.6 +099.4
+010.9 +099.5
+011.2 +099.6
+011.3 +099.6
+011.5 +099.7
+011.9 +099.8
+012.0 +099.8
+012.2 +099.9
+012.4 +099.9
+012.7 +100.0
+013.0 +099.9
+013.2 +099.8
+013.4 +099.7
+013.6 +099.4
+014.0 +099.0
+014.3 +098.5
+014.4 +098.3
+014.6 +098.0
+014.8 +097.4
+015.2 +096.6
+015.4 +095.9
+015.8 +094.9
+016.1 +094.0
+016.2 +093.5
+016.4 +093.0
+016.6 +092.1
+017.0 +090.5
+017.3 +089.2
+017.5 +088.3
+017.6 +087.7
+017.9 +086.4
+018.0 +085.8
+018.2 +084.8
+018.5 +083.5
+018.7 +082.5
+018.8 +081.8
+019.1 +080.2
+019.4 +078.1
+019.5 +077.4
+019.7 +076.2
+020.0 +074.6
+020.3 +072.3
+020.7 +070.1
+020.8 +069.4
+020.9 +068.2
+021.1 +066.7
+021.2 +065.9
+021.6 +063.6
+021.9 +061.4
+022.0 +060.6
+022.2 +059.2
+022.4 +057.7
+022.5 +057.0
+022.7 +055.0
+023.0 +052.5
+023.2 +051.3
+023.4 +049.8
+023.6 +047.7
+023.7 +046.6
+024.0 +044.7
+024.3 +042.9
+024.4 +042.1
+024.5 +040.8
+024.8 +038.6
+025.2 +035.8
+025.5 +033.6
+025.6 +032.5
+025.8 +031.4
+026.0 +030.0
+026.1 +029.2
+026.4 +027.1
+026.7 +025.1
+026.9 +024.0
+027.0 +023.2
+027.3 +021.5
+027.6 +019.5
+027.7 +018.9
+027.9 +017.7
+028.1 +016.5
+028.3 +016.0
+028.5 +014.8
+028.8 +013.2
+028.9 +012.7
+029.2 +011.6
+029.3 +010.9
+029.5 +010.2
+029.8 +009.2
+030.1 +008.2
+030.2 +007.7
+030.3 +007.4
+030.6 +006.6
+030.9 +005.6
+031.3 +004.7
+031.4 +004.5
+031.5 +004.1
+031.8 +003.7
+032.0 +003.4
+032.1 +003.1
+032.4 +002.7
+032.8 +002.3
+033.0 +002.0
+033.4 +001.7
+033.7 +001.5
+033.8 +001.5
+034.0 +001.4
+034.1 +001.3
+034.3 +001.2
+034.6 +001.1
+034.9 +001.0
+035.0 +001.0
+035.2 +000.9
+035.4 +000.9
+035.5 +000.9
+035.8 +000.9
+036.1 +000.8
+036.2 +000.8
+036.4 +000.8
+036.7 +000.8
+037.0 +000.8
+037.3 +000.8
+037.4 +000.8
+037.6 +000.7
+037.9 +000.7
+038.0 +000.7
+038.2 +000.7
+038.6 +000.7
+038.7 +000.7
+038.9 +000.7
+039.1 +000.7
+039.5 +000.7
+039.8 +000.7
+039.9 +000.7
+040.1 +000.7
+040.3 +000.7
+040.7 +000.7
+041.0 +000.7
+041.2 +000.7
+041.3 +000.7
+041.6 +000.7
+041.9 +000.7
+042.2 +000.7
+042.4 +000.7
+042.5 +000.7
+042.8 +000.7
+043.1 +000.7
+043.2 +000.7
+043.4 +000.7
+043.6 +000.7
+043.8 +000.7
+044.0 +000.7
+044.3 +000.7
+044.4 +000.7
+044.6 +000.7
+044.8 +000.7
+044.9 +000.7
+045.1 +000.7
+045.3 +000.7
+045.5 +000.7
+045.6 +000.7
+045.9 +000.7
+046.1 +000.7
+046.2 +000.7
+046.4 +000.7
+046.5 +000.7
+046.7 +000.7
+046.9 +000.7
+047.0 +000.7
+047.3 +000.7
+047.6 +000.7
+047.8 +000.7
+047.9 +000.7
+048.2 +000.7
+048.5 +000.7
+048.8 +000.7
+049.2 +000.7
+049.3 +000.7
+049.4 +000.7
+049.7 +000.7
+050.1 +000.7
+050.4 +000.7
+050.6 +000.7
+050.7 +000.7
+051.0 +000.7
+051.3 +000.7
+051.6 +000.7
+052.0 +000.7
+052.1 +000.7
+052.2 +000.7
+052.5 +000.7
+052.7 +000.7
+052.8 +000.7
+053.0 +000.7
+053.1 +000.7
+053.4 +000.7
+053.5 +000.7
+053.7 +000.7
+054.1 +000.7
+054.2 +000.7
+054.4 +000.7
+054.6 +000.7
+054.7 +000.7
+054.9 +000.7
+055.2 +000.7
+055.3 +000.7
+055.5 +000.7
+055.7 +000.7
+055.8 +000.7
+056.0 +000.7
+056.2 +000.7
+056.3 +000.7
+056.4 +000.7
+056.6 +000.7
+056.8 +000.7
+056.9 +000.7
+057.0 +000.7
+057.2 +000.7
+057.4 +000.7
+057.5 +000.7
+057.7 +000.7
+057.8 +000.7
+058.0 +000.7
+058.1 +000.7
+058.3 +000.7
+058.4 +000.7
+058.5 +000.7
+058.7 +000.7
+058.9 +000.7
+059.1 +000.7
+059.2 +000.7
+059.4 +000.7
+059.5 +000.7
+059.7 +000.7
+060.0 +000.7
