,timeStamp,sales,transactions
633,2014-09-27 00:00:00,3000.7,420
634,2014-09-28 00:00:00,2243.78,287
635,2014-09-29 00:00:00,4333.32,730
636,2014-09-30 00:00:00,4760.39,765
637,2014-10-01 00:00:00,4689.86,747
638,2014-10-02 00:00:00,4780.11,729
639,2014-10-03 00:00:00,5360.16,821
640,2014-10-04 00:00:00,3345.97,438
641,2014-10-05 00:00:00,2472.73,308
642,2014-10-06 00:00:00,4361.62,725
643,2014-10-07 00:00:00,4615.02,738
644,2014-10-08 00:00:00,4782.28,755
645,2014-10-09 00:00:00,5121.99,770
646,2014-10-10 00:00:00,5771.11,858
647,2014-10-11 00:00:00,3589.34,444
648,2014-10-12 00:00:00,2012.2,275
649,2014-10-13 00:00:00,4573.77,739
650,2014-10-14 00:00:00,4306.58,715
651,2014-10-15 00:00:00,4645.26,749
652,2014-10-16 00:00:00,4871.04,770
653,2014-10-17 00:00:00,5105.53,741
654,2014-10-18 00:00:00,2919.16,389
655,2014-10-19 00:00:00,2193.09,261
656,2014-10-20 00:00:00,4942.13,799
657,2014-10-21 00:00:00,4781.39,762
658,2014-10-22 00:00:00,4835.96,775
659,2014-10-23 00:00:00,4721.18,758
660,2014-10-24 00:00:00,5028.56,780
661,2014-10-25 00:00:00,2987.86,432
662,2014-10-26 00:00:00,2319.85,303
663,2014-10-27 00:00:00,4337.25,723
664,2014-10-28 00:00:00,4568.21,590
665,2014-10-29 00:00:00,4606.64,749
666,2014-10-30 00:00:00,4802.52,714
667,2014-10-31 00:00:00,5031.59,772
668,2014-11-01 00:00:00,3388.11,451
669,2014-11-02 00:00:00,2124.5,293
670,2014-11-03 00:00:00,4623.45,767
671,2014-11-04 00:00:00,4365.53,698
672,2014-11-05 00:00:00,4750.3,769
673,2014-11-06 00:00:00,4836.85,781
674,2014-11-07 00:00:00,5404.2,813
675,2014-11-08 00:00:00,3107.67,422
676,2014-11-09 00:00:00,2207.26,286
677,2014-11-10 00:00:00,4616.57,740
678,2014-11-11 00:00:00,4440.78,727
679,2014-11-12 00:00:00,4774.22,752
680,2014-11-13 00:00:00,5156.34,793
681,2014-11-14 00:00:00,5792.59,824
682,2014-11-15 00:00:00,3485.32,472
683,2014-11-16 00:00:00,2219.26,294
684,2014-11-17 00:00:00,4610.18,678
685,2014-11-18 00:00:00,4470.25,680
686,2014-11-19 00:00:00,4681.19,718
687,2014-11-20 00:00:00,4964.25,744
688,2014-11-21 00:00:00,5455.47,807
689,2014-11-22 00:00:00,3351.22,482
690,2014-11-23 00:00:00,2245.53,300
691,2014-11-24 00:00:00,4527.53,731
692,2014-11-25 00:00:00,5220.63,810
693,2014-11-26 00:00:00,5016.39,723
694,2014-11-28 00:00:00,3229.14,451
695,2014-11-29 00:00:00,2916.13,366
696,2014-11-30 00:00:00,2247.34,311
697,2014-12-01 00:00:00,4837.61,768
698,2014-12-02 00:00:00,5048.4,756
699,2014-12-03 00:00:00,5146.21,824
700,2014-12-04 00:00:00,5313.22,831
701,2014-12-05 00:00:00,5424.43,803
702,2014-12-06 00:00:00,3415.99,459
703,2014-12-07 00:00:00,2495.15,333
704,2014-12-08 00:00:00,4498.98,730
705,2014-12-09 00:00:00,4780.39,758
706,2014-12-10 00:00:00,4616.06,735
707,2014-12-11 00:00:00,5206.53,770
708,2014-12-12 00:00:00,5592.58,812
709,2014-12-13 00:00:00,3405.92,469
710,2014-12-14 00:00:00,2618.9,341
711,2014-12-15 00:00:00,4643.75,767
712,2014-12-16 00:00:00,5235.68,821
713,2014-12-17 00:00:00,4867.34,780
714,2014-12-18 00:00:00,5307.68,828
715,2014-12-19 00:00:00,5625.87,804
716,2014-12-20 00:00:00,3694.27,507
717,2014-12-21 00:00:00,2374.36,352
718,2014-12-22 00:00:00,5661.42,820
719,2014-12-23 00:00:00,5483.02,796
720,2014-12-24 00:00:00,3112.1,431
721,2014-12-26 00:00:00,3588.99,527
722,2014-12-27 00:00:00,2332.9,342
723,2014-12-28 00:00:00,1864.75,254
724,2014-12-29 00:00:00,4497.92,696
725,2014-12-30 00:00:00,4116.66,653
726,2014-12-31 00:00:00,3902.97,575
727,2015-01-01 00:00:00,1677.88,227
728,2015-01-02 00:00:00,4206.77,642
729,2015-01-03 00:00:00,2625.98,357
730,2015-01-04 00:00:00,1755.86,229
731,2015-01-05 00:00:00,4244.2,668
732,2015-01-06 00:00:00,3772.78,595
733,2015-01-07 00:00:00,4011.1,597
734,2015-01-08 00:00:00,4283.81,641
735,2015-01-09 00:00:00,5019.59,725
736,2015-01-10 00:00:00,2466.32,361
737,2015-01-11 00:00:00,1601.87,207
738,2015-01-12 00:00:00,3535.16,565
739,2015-01-13 00:00:00,3778.57,594
740,2015-01-14 00:00:00,4304.54,674
741,2015-01-15 00:00:00,4335.36,688
742,2015-01-16 00:00:00,5235.75,792
743,2015-01-17 00:00:00,2825.77,382
744,2015-01-18 00:00:00,1753.97,262
745,2015-01-19 00:00:00,4443.87,690
746,2015-01-20 00:00:00,4005.61,670
747,2015-01-21 00:00:00,4377.81,696
748,2015-01-22 00:00:00,4568.26,716
749,2015-01-23 00:00:00,4984.98,766
750,2015-01-24 00:00:00,2663.85,395
751,2015-01-25 00:00:00,1871.44,244
752,2015-01-26 00:00:00,4068.48,642
753,2015-01-27 00:00:00,4300.01,669
754,2015-01-28 00:00:00,4148.46,664
755,2015-01-29 00:00:00,4134.31,665
756,2015-01-30 00:00:00,4801.83,741
757,2015-01-31 00:00:00,2612.22,377
758,2015-02-01 00:00:00,1088.57,157
759,2015-02-02 00:00:00,4041.92,646
760,2015-02-03 00:00:00,3826.81,641
761,2015-02-04 00:00:00,4317.02,695
762,2015-02-05 00:00:00,4284.34,671
763,2015-02-06 00:00:00,5039.4,752
764,2015-02-07 00:00:00,2859.77,405
765,2015-02-08 00:00:00,2355.76,306
766,2015-02-09 00:00:00,4477.13,668
767,2015-02-10 00:00:00,4293.76,674
768,2015-02-11 00:00:00,4373.47,702
769,2015-02-12 00:00:00,4488.49,694
770,2015-02-13 00:00:00,5034.78,775
771,2015-02-14 00:00:00,2620.19,345
772,2015-02-15 00:00:00,2446.82,318
773,2015-02-16 00:00:00,4050.81,629
774,2015-02-17 00:00:00,4400.16,668
775,2015-02-18 00:00:00,4038.74,638
776,2015-02-19 00:00:00,4435.73,664
777,2015-02-20 00:00:00,4671.16,712
778,2015-02-21 00:00:00,2309.25,315
779,2015-02-22 00:00:00,1994.93,251
780,2015-02-23 00:00:00,3780.76,611
781,2015-02-24 00:00:00,4423.45,660
782,2015-02-25 00:00:00,4843.79,744
783,2015-02-26 00:00:00,4426.57,695
784,2015-02-27 00:00:00,4943.23,748
785,2015-02-28 00:00:00,2976.37,395
786,2015-03-01 00:00:00,1463.28,196
787,2015-03-02 00:00:00,4258.67,657
788,2015-03-03 00:00:00,4578.35,656
789,2015-03-04 00:00:00,4556.04,713
790,2015-03-05 00:00:00,4582.16,710
791,2015-03-06 00:00:00,5600.25,797
792,2015-03-07 00:00:00,3287.33,439
793,2015-03-08 00:00:00,2255.74,283
794,2015-03-09 00:00:00,4578.6,699
795,2015-03-10 00:00:00,4332.58,685
796,2015-03-11 00:00:00,4559.89,716
797,2015-03-12 00:00:00,4656.35,748
798,2015-03-13 00:00:00,4775.23,721
799,2015-03-14 00:00:00,3614.01,461
800,2015-03-15 00:00:00,2288.24,328
801,2015-03-16 00:00:00,4255.62,692
802,2015-03-17 00:00:00,4370.52,691
803,2015-03-18 00:00:00,4386.57,681
804,2015-03-19 00:00:00,4551.3,733
805,2015-03-20 00:00:00,5205.15,768
806,2015-03-21 00:00:00,2512.55,358
807,2015-03-22 00:00:00,2415.42,318
808,2015-03-23 00:00:00,4134.09,645
809,2015-03-24 00:00:00,3960.41,628
810,2015-03-25 00:00:00,4555.76,701
811,2015-03-26 00:00:00,4671.5,756
812,2015-03-27 00:00:00,5033.58,776
813,2015-03-28 00:00:00,3006.46,411
814,2015-03-29 00:00:00,1965.17,284
815,2015-03-30 00:00:00,4129.48,650
816,2015-03-31 00:00:00,4669.02,733
817,2015-04-01 00:00:00,4505.8,720
818,2015-04-02 00:00:00,5140.05,780
819,2015-04-03 00:00:00,4706.03,696
820,2015-04-04 00:00:00,3283.79,439
821,2015-04-05 00:00:00,1346.77,176
822,2015-04-06 00:00:00,4287.21,683
823,2015-04-07 00:00:00,4126.0,676
824,2015-04-08 00:00:00,4434.86,696
825,2015-04-09 00:00:00,4672.15,739
826,2015-04-10 00:00:00,5398.1,798
827,2015-04-11 00:00:00,3478.81,476
828,2015-04-12 00:00:00,2632.54,343
829,2015-04-13 00:00:00,4399.82,683
830,2015-04-14 00:00:00,4845.5,774
831,2015-04-15 00:00:00,4714.55,739
832,2015-04-16 00:00:00,4907.93,759
833,2015-04-17 00:00:00,5200.49,814
834,2015-04-18 00:00:00,3397.6,490
835,2015-04-19 00:00:00,2568.68,311
836,2015-04-20 00:00:00,4798.46,785
837,2015-04-21 00:00:00,4464.07,698
838,2015-04-22 00:00:00,5267.44,794
839,2015-04-23 00:00:00,5199.72,776
840,2015-04-24 00:00:00,5823.55,825
841,2015-04-25 00:00:00,2983.68,389
842,2015-04-26 00:00:00,2120.98,285
843,2015-04-27 00:00:00,4457.56,722
844,2015-04-28 00:00:00,4765.44,736
845,2015-04-29 00:00:00,4874.08,784
846,2015-04-30 00:00:00,5437.35,838
847,2015-05-01 00:00:00,6008.33,849
848,2015-05-02 00:00:00,4340.3,543
849,2015-05-03 00:00:00,2565.46,340
850,2015-05-04 00:00:00,5087.17,793
851,2015-05-05 00:00:00,4743.43,778
852,2015-05-06 00:00:00,5327.19,833
853,2015-05-07 00:00:00,5503.36,827
854,2015-05-08 00:00:00,5950.29,871
855,2015-05-09 00:00:00,3060.94,416
856,2015-05-10 00:00:00,2022.55,289
857,2015-05-11 00:00:00,4560.59,746
858,2015-05-12 00:00:00,5271.2,808
859,2015-05-13 00:00:00,5119.25,803
860,2015-05-14 00:00:00,5506.02,815
861,2015-05-15 00:00:00,5768.81,831
862,2015-05-16 00:00:00,3285.56,434
863,2015-05-17 00:00:00,2312.28,317
864,2015-05-18 00:00:00,4698.94,769
865,2015-05-19 00:00:00,4948.22,753
866,2015-05-20 00:00:00,4915.93,782
867,2015-05-21 00:00:00,5225.82,831
868,2015-05-22 00:00:00,5846.1,805
869,2015-05-23 00:00:00,2859.92,404
870,2015-05-24 00:00:00,2357.79,302
871,2015-05-25 00:00:00,1996.22,292
872,2015-05-26 00:00:00,5082.79,781
873,2015-05-27 00:00:00,4815.27,755
874,2015-05-28 00:00:00,5282.93,806
875,2015-05-29 00:00:00,5966.04,892
876,2015-05-30 00:00:00,3054.22,409
877,2015-05-31 00:00:00,2202.8,314
878,2015-06-01 00:00:00,4557.82,725
879,2015-06-02 00:00:00,5090.56,787
880,2015-06-03 00:00:00,5018.63,758
881,2015-06-04 00:00:00,5610.9,859
882,2015-06-05 00:00:00,6202.08,911
883,2015-06-06 00:00:00,3233.96,448
884,2015-06-07 00:00:00,2518.5,354
885,2015-06-08 00:00:00,4294.96,679
886,2015-06-09 00:00:00,5285.21,813
887,2015-06-10 00:00:00,5534.0,806
888,2015-06-11 00:00:00,5607.18,837
889,2015-06-12 00:00:00,6122.37,870
890,2015-06-13 00:00:00,3540.54,490
891,2015-06-14 00:00:00,2367.03,319
892,2015-06-15 00:00:00,4950.77,782
893,2015-06-16 00:00:00,4945.85,776
894,2015-06-17 00:00:00,5151.33,765
895,2015-06-18 00:00:00,5564.64,819
896,2015-06-19 00:00:00,5814.05,860
897,2015-06-20 00:00:00,3375.35,474
898,2015-06-21 00:00:00,2262.09,311
899,2015-06-22 00:00:00,4947.7,771
900,2015-06-23 00:00:00,4824.43,768
901,2015-06-24 00:00:00,5387.73,816
902,2015-06-25 00:00:00,5269.64,815
903,2015-06-26 00:00:00,5241.99,755
904,2015-06-27 00:00:00,3209.63,463
905,2015-06-28 00:00:00,2495.1,345
906,2015-06-29 00:00:00,5003.73,793
907,2015-06-30 00:00:00,5288.16,831
908,2015-07-01 00:00:00,5369.72,821
909,2015-07-02 00:00:00,5549.32,806
910,2015-07-03 00:00:00,3379.97,454
911,2015-07-04 00:00:00,2255.0,279
912,2015-07-05 00:00:00,2085.28,265
913,2015-07-06 00:00:00,4766.15,720
914,2015-07-07 00:00:00,4533.93,715
915,2015-07-08 00:00:00,5236.69,784
916,2015-07-09 00:00:00,5545.97,834
917,2015-07-10 00:00:00,5727.62,853
918,2015-07-11 00:00:00,3200.66,418
919,2015-07-12 00:00:00,2415.96,328
920,2015-07-13 00:00:00,4589.81,677
921,2015-07-14 00:00:00,5197.78,815
922,2015-07-15 00:00:00,5748.2,831
923,2015-07-16 00:00:00,5355.04,820
924,2015-07-17 00:00:00,5638.53,840
925,2015-07-18 00:00:00,3023.46,436
926,2015-07-19 00:00:00,2296.78,313
927,2015-07-20 00:00:00,4792.95,770
928,2015-07-21 00:00:00,5216.94,782
929,2015-07-22 00:00:00,4945.07,775
930,2015-07-23 00:00:00,5153.61,786
931,2015-07-24 00:00:00,5596.79,823
932,2015-07-25 00:00:00,2977.39,407
933,2015-07-26 00:00:00,2397.63,317
934,2015-07-27 00:00:00,4867.14,770
935,2015-07-28 00:00:00,4888.79,777
936,2015-07-29 00:00:00,5199.08,787
937,2015-07-30 00:00:00,5141.89,818
938,2015-07-31 00:00:00,5769.67,855
939,2015-08-01 00:00:00,3723.29,466
940,2015-08-02 00:00:00,2692.99,362
941,2015-08-03 00:00:00,4861.65,753
942,2015-08-04 00:00:00,4831.63,801
943,2015-08-05 00:00:00,4987.81,770
944,2015-08-06 00:00:00,5314.13,808
945,2015-08-07 00:00:00,5567.17,846
946,2015-08-08 00:00:00,2542.37,367
947,2015-08-09 00:00:00,2375.06,308
948,2015-08-10 00:00:00,5126.39,762
949,2015-08-11 00:00:00,4627.94,750
950,2015-08-12 00:00:00,4604.15,746
951,2015-08-13 00:00:00,5132.87,828
952,2015-08-14 00:00:00,5950.42,865
953,2015-08-15 00:00:00,3329.71,451
954,2015-08-16 00:00:00,2570.15,331
955,2015-08-17 00:00:00,4541.8,738
956,2015-08-18 00:00:00,4891.86,783
957,2015-08-19 00:00:00,4724.94,753
958,2015-08-20 00:00:00,4846.2,753
959,2015-08-21 00:00:00,5487.41,820
960,2015-08-22 00:00:00,3015.07,417
961,2015-08-23 00:00:00,2197.09,286
962,2015-08-24 00:00:00,4510.21,719
963,2015-08-25 00:00:00,5059.14,791
964,2015-08-26 00:00:00,4957.76,755
965,2015-08-27 00:00:00,5116.53,790
966,2015-08-28 00:00:00,5349.17,800
967,2015-08-29 00:00:00,2850.09,401
968,2015-08-30 00:00:00,2134.3,307
969,2015-08-31 00:00:00,4428.91,723
970,2015-09-01 00:00:00,4268.16,703
971,2015-09-02 00:00:00,4615.37,748
972,2015-09-03 00:00:00,4868.26,775
973,2015-09-04 00:00:00,5318.18,806
974,2015-09-05 00:00:00,2590.65,348
975,2015-09-06 00:00:00,1738.4,263
976,2015-09-07 00:00:00,1767.23,269
977,2015-09-08 00:00:00,4257.29,683
978,2015-09-09 00:00:00,4535.1,723
979,2015-09-10 00:00:00,4575.64,756
980,2015-09-11 00:00:00,5653.58,834
981,2015-09-12 00:00:00,3318.72,468
982,2015-09-13 00:00:00,2023.75,295
983,2015-09-14 00:00:00,4813.65,771
984,2015-09-15 00:00:00,4602.28,753
985,2015-09-16 00:00:00,4872.07,812
986,2015-09-17 00:00:00,4803.38,753
987,2015-09-18 00:00:00,5099.58,784
988,2015-09-19 00:00:00,2900.17,404
989,2015-09-20 00:00:00,2158.85,312
990,2015-09-21 00:00:00,4461.53,732
991,2015-09-22 00:00:00,4040.95,663
992,2015-09-23 00:00:00,4588.43,723
993,2015-09-24 00:00:00,5030.2,781
994,2015-09-25 00:00:00,5265.4,789
995,2015-09-26 00:00:00,2873.27,405
996,2015-09-27 00:00:00,2363.15,319
997,2015-09-28 00:00:00,4490.2,727
998,2015-09-29 00:00:00,3948.76,624
999,2015-09-30 00:00:00,4705.81,751
1000,2015-10-01 00:00:00,5304.23,820
1001,2015-10-02 00:00:00,5373.65,847
1002,2015-10-03 00:00:00,2870.2,405
1003,2015-10-04 00:00:00,2316.64,304
1004,2015-10-05 00:00:00,4477.2,704
1005,2015-10-06 00:00:00,4596.34,733
1006,2015-10-07 00:00:00,4887.79,770
1007,2015-10-08 00:00:00,5153.44,823
1008,2015-10-09 00:00:00,5436.26,809
1009,2015-10-10 00:00:00,3149.12,447
1010,2015-10-11 00:00:00,2147.73,289
1011,2015-10-12 00:00:00,4612.97,742
1012,2015-10-13 00:00:00,4718.89,777
1013,2015-10-14 00:00:00,4483.44,738
1014,2015-10-15 00:00:00,5407.8,815
1015,2015-10-16 00:00:00,5409.02,837
1016,2015-10-17 00:00:00,2936.36,403
1017,2015-10-18 00:00:00,2171.11,305
1018,2015-10-19 00:00:00,4633.07,771
1019,2015-10-20 00:00:00,5047.83,810
1020,2015-10-21 00:00:00,4890.31,794
1021,2015-10-22 00:00:00,4967.14,815
1022,2015-10-23 00:00:00,5883.35,887
1023,2015-10-24 00:00:00,2735.17,396
1024,2015-10-25 00:00:00,2393.15,292
1025,2015-10-26 00:00:00,4569.72,770
1026,2015-10-27 00:00:00,4579.41,781
1027,2015-10-28 00:00:00,5108.63,825
1028,2015-10-29 00:00:00,5161.48,846
1029,2015-10-30 00:00:00,5267.33,787
1030,2015-10-31 00:00:00,2896.73,402
1031,2015-11-01 00:00:00,2148.58,297
1032,2015-11-02 00:00:00,4737.73,813
1033,2015-11-03 00:00:00,4899.17,786
1034,2015-11-04 00:00:00,4828.48,803
1035,2015-11-05 00:00:00,5130.59,799
1036,2015-11-06 00:00:00,5481.07,837
1037,2015-11-07 00:00:00,3217.5,442
1038,2015-11-08 00:00:00,2256.97,296
1039,2015-11-09 00:00:00,4742.85,790
1040,2015-11-10 00:00:00,4867.36,808
1041,2015-11-11 00:00:00,4643.67,783
1042,2015-11-12 00:00:00,4817.75,790
1043,2015-11-13 00:00:00,5264.34,834
1044,2015-11-14 00:00:00,3203.37,459
1045,2015-11-15 00:00:00,2017.14,294
1046,2015-11-16 00:00:00,4624.33,802
1047,2015-11-17 00:00:00,4716.24,794
1048,2015-11-18 00:00:00,4777.67,802
1049,2015-11-19 00:00:00,4948.57,796
1050,2015-11-20 00:00:00,5330.39,823
1051,2015-11-21 00:00:00,2472.27,349
1052,2015-11-22 00:00:00,2606.52,338
1053,2015-11-23 00:00:00,5249.97,829
1054,2015-11-24 00:00:00,5596.97,826
1055,2015-11-25 00:00:00,5694.85,837
1056,2015-11-27 00:00:00,3086.15,434
1057,2015-11-28 00:00:00,2749.52,378
1058,2015-11-29 00:00:00,2320.22,318
1059,2015-11-30 00:00:00,5219.76,832
1060,2015-12-01 00:00:00,5072.22,824
1061,2015-12-02 00:00:00,5283.03,828
1062,2015-12-03 00:00:00,5766.34,892
1063,2015-12-04 00:00:00,6014.99,885
1064,2015-12-05 00:00:00,3461.0,491
1065,2015-12-06 00:00:00,2723.86,377
1066,2015-12-07 00:00:00,5038.82,801
1067,2015-12-08 00:00:00,4651.6,783
1068,2015-12-09 00:00:00,5285.67,846
1069,2015-12-10 00:00:00,5215.97,807
1070,2015-12-11 00:00:00,5332.26,838
1071,2015-12-12 00:00:00,3204.48,477
1072,2015-12-13 00:00:00,2768.72,365
1073,2015-12-14 00:00:00,4753.55,770
1074,2015-12-15 00:00:00,5332.13,838
1075,2015-12-16 00:00:00,4989.77,807
1076,2015-12-17 00:00:00,5674.1,879
1077,2015-12-18 00:00:00,5720.34,869
1078,2015-12-19 00:00:00,4010.5,525
1079,2015-12-20 00:00:00,3260.88,430
1080,2015-12-21 00:00:00,5776.81,848
1081,2015-12-22 00:00:00,5487.55,796
1082,2015-12-23 00:00:00,5349.69,764
1083,2015-12-24 00:00:00,3226.44,433
1084,2015-12-26 00:00:00,2710.07,355
1085,2015-12-27 00:00:00,1389.16,175
1086,2015-12-28 00:00:00,4315.23,684
1087,2015-12-29 00:00:00,4606.43,718
1088,2015-12-30 00:00:00,4806.47,713
1089,2015-12-31 00:00:00,4025.68,559
1090,2016-01-01 00:00:00,1771.01,232
1091,2016-01-02 00:00:00,2752.3,392
1092,2016-01-03 00:00:00,2079.63,279
1093,2016-01-04 00:00:00,4755.08,723
1094,2016-01-05 00:00:00,4287.44,682
1095,2016-01-06 00:00:00,4491.64,685
1096,2016-01-07 00:00:00,4806.18,760
1097,2016-01-08 00:00:00,4993.77,777
1098,2016-01-09 00:00:00,2905.11,399
1099,2016-01-10 00:00:00,1682.67,212
1100,2016-01-11 00:00:00,3848.55,608
1101,2016-01-12 00:00:00,3831.97,580
1102,2016-01-13 00:00:00,4256.46,669
1103,2016-01-14 00:00:00,4616.99,714
1104,2016-01-15 00:00:00,5067.53,759
1105,2016-01-16 00:00:00,2366.04,335
1106,2016-01-17 00:00:00,1697.01,223
1107,2016-01-18 00:00:00,4232.0,599
1108,2016-01-19 00:00:00,3933.09,651
1109,2016-01-20 00:00:00,4262.81,640
1110,2016-01-21 00:00:00,4350.64,684
1111,2016-01-22 00:00:00,4803.77,713
1112,2016-01-23 00:00:00,2630.99,379
1113,2016-01-24 00:00:00,1682.19,239
1114,2016-01-25 00:00:00,4040.91,668
1115,2016-01-26 00:00:00,4069.59,655
1116,2016-01-27 00:00:00,4500.52,678
1117,2016-01-28 00:00:00,4577.64,710
1118,2016-01-29 00:00:00,4871.46,728
1119,2016-01-30 00:00:00,2699.25,393
1120,2016-01-31 00:00:00,1855.61,243
1121,2016-02-01 00:00:00,4149.08,669
1122,2016-02-02 00:00:00,4425.69,718
1123,2016-02-03 00:00:00,4369.41,678
1124,2016-02-04 00:00:00,4421.73,685
1125,2016-02-05 00:00:00,4504.38,679
1126,2016-02-06 00:00:00,2791.52,388
1127,2016-02-07 00:00:00,1911.41,256
1128,2016-02-08 00:00:00,4139.75,681
1129,2016-02-09 00:00:00,3908.88,637
1130,2016-02-10 00:00:00,4401.59,674
1131,2016-02-11 00:00:00,4493.91,699
1132,2016-02-12 00:00:00,4657.67,700
1133,2016-02-13 00:00:00,3104.61,428
1134,2016-02-14 00:00:00,2079.41,255
1135,2016-02-15 00:00:00,4087.81,597
1136,2016-02-16 00:00:00,4395.31,686
1137,2016-02-17 00:00:00,4671.98,732
1138,2016-02-18 00:00:00,4599.86,735
1139,2016-02-19 00:00:00,5195.19,783
1140,2016-02-20 00:00:00,3049.12,416
1141,2016-02-21 00:00:00,2298.8,286
1142,2016-02-22 00:00:00,4447.91,709
1143,2016-02-23 00:00:00,4342.5,704
1144,2016-02-24 00:00:00,3919.94,602
1145,2016-02-25 00:00:00,4599.17,686
1146,2016-02-26 00:00:00,4925.73,746
1147,2016-02-27 00:00:00,2982.94,403
1148,2016-02-28 00:00:00,2058.44,281
1149,2016-02-29 00:00:00,4313.96,691
1150,2016-03-01 00:00:00,4248.24,666
1151,2016-03-02 00:00:00,4354.26,678
1152,2016-03-03 00:00:00,4447.47,694
1153,2016-03-04 00:00:00,4914.17,758
1154,2016-03-05 00:00:00,3184.25,419
1155,2016-03-06 00:00:00,2256.71,300
1156,2016-03-07 00:00:00,4309.63,720
1157,2016-03-08 00:00:00,4391.92,693
1158,2016-03-09 00:00:00,4171.27,652
1159,2016-03-10 00:00:00,4965.02,770
1160,2016-03-11 00:00:00,5051.3,773
1161,2016-03-12 00:00:00,3305.03,418
1162,2016-03-13 00:00:00,2190.81,292
1163,2016-03-14 00:00:00,4661.55,713
1164,2016-03-15 00:00:00,4382.36,730
1165,2016-03-16 00:00:00,4736.26,744
1166,2016-03-17 00:00:00,4563.8,730
1167,2016-03-18 00:00:00,5422.5,777
1168,2016-03-19 00:00:00,2944.19,410
1169,2016-03-20 00:00:00,2112.8,297
1170,2016-03-21 00:00:00,4444.96,704
1171,2016-03-22 00:00:00,4784.19,739
1172,2016-03-23 00:00:00,4559.61,730
1173,2016-03-24 00:00:00,4957.78,726
1174,2016-03-25 00:00:00,5300.88,755
1175,2016-03-26 00:00:00,2895.58,392
1176,2016-03-27 00:00:00,1181.37,164
1177,2016-03-28 00:00:00,4354.76,681
1178,2016-03-29 00:00:00,4816.37,767
1179,2016-03-30 00:00:00,5020.15,754
1180,2016-03-31 00:00:00,5174.84,762
1181,2016-04-01 00:00:00,5525.4,793
1182,2016-04-02 00:00:00,2870.49,386
1183,2016-04-03 00:00:00,2192.27,277
1184,2016-04-04 00:00:00,4423.99,695
1185,2016-04-05 00:00:00,5022.91,795
1186,2016-04-06 00:00:00,4336.2,687
1187,2016-04-07 00:00:00,4693.54,715
1188,2016-04-08 00:00:00,5132.82,763
1189,2016-04-09 00:00:00,3180.32,445
1190,2016-04-10 00:00:00,2511.51,315
1191,2016-04-11 00:00:00,4374.51,696
1192,2016-04-12 00:00:00,4807.35,792
1193,2016-04-13 00:00:00,4904.39,796
1194,2016-04-14 00:00:00,5107.72,814
1195,2016-04-15 00:00:00,5668.31,810
1196,2016-04-16 00:00:00,3252.72,420
1197,2016-04-17 00:00:00,2767.81,374
1198,2016-04-18 00:00:00,4687.62,767
1199,2016-04-19 00:00:00,4842.3,766
1200,2016-04-20 00:00:00,4780.65,765
1201,2016-04-21 00:00:00,5156.0,787
1202,2016-04-22 00:00:00,5536.32,839
1203,2016-04-23 00:00:00,3362.8,460
1204,2016-04-24 00:00:00,2559.1,343
1205,2016-04-25 00:00:00,4217.74,650
1206,2016-04-26 00:00:00,4775.73,776
1207,2016-04-27 00:00:00,4627.62,770
1208,2016-04-28 00:00:00,4844.59,747
1209,2016-04-29 00:00:00,5372.19,831
1210,2016-04-30 00:00:00,3069.56,405
1211,2016-05-01 00:00:00,2213.11,290
1212,2016-05-02 00:00:00,4607.13,728
1213,2016-05-03 00:00:00,4537.62,723
1214,2016-05-04 00:00:00,4637.31,726
1215,2016-05-05 00:00:00,5104.15,787
1216,2016-05-06 00:00:00,5700.41,851
1217,2016-05-07 00:00:00,3682.9,477
1218,2016-05-08 00:00:00,1936.35,267
1219,2016-05-09 00:00:00,4440.14,704
1220,2016-05-10 00:00:00,4557.51,711
1221,2016-05-11 00:00:00,4855.44,767
1222,2016-05-12 00:00:00,5139.66,785
1223,2016-05-13 00:00:00,5631.62,808
1224,2016-05-14 00:00:00,3445.92,436
1225,2016-05-15 00:00:00,2362.08,330
1226,2016-05-16 00:00:00,4631.67,744
1227,2016-05-17 00:00:00,4697.3,722
1228,2016-05-18 00:00:00,4899.32,758
1229,2016-05-19 00:00:00,5081.75,805
1230,2016-05-20 00:00:00,5156.19,751
1231,2016-05-21 00:00:00,3022.3,401
1232,2016-05-22 00:00:00,2610.77,353
1233,2016-05-23 00:00:00,4416.08,736
1234,2016-05-24 00:00:00,4840.83,762
1235,2016-05-25 00:00:00,4720.39,731
1236,2016-05-26 00:00:00,4761.38,724
1237,2016-05-27 00:00:00,4991.7,692
1238,2016-05-28 00:00:00,2845.51,377
1239,2016-05-29 00:00:00,2275.84,287
1240,2016-05-30 00:00:00,2051.95,284
1241,2016-05-31 00:00:00,4581.64,730
1242,2016-06-01 00:00:00,5063.89,783
1243,2016-06-02 00:00:00,5221.18,797
1244,2016-06-03 00:00:00,5692.53,846
1245,2016-06-04 00:00:00,2690.8,372
1246,2016-06-05 00:00:00,2631.08,349
1247,2016-06-06 00:00:00,4707.72,755
1248,2016-06-07 00:00:00,4656.82,725
1249,2016-06-08 00:00:00,5174.73,799
1250,2016-06-09 00:00:00,4915.86,755
1251,2016-06-10 00:00:00,5243.03,759
1252,2016-06-11 00:00:00,2978.84,422
1253,2016-06-12 00:00:00,2419.3,338
1254,2016-06-13 00:00:00,4785.68,740
1255,2016-06-14 00:00:00,4421.52,693
1256,2016-06-15 00:00:00,5183.95,724
