aX,aY,aZ,gX,gY,gZ
0.791,-0.796,0.825,-3.784,-20.081,-14.221
0.715,-0.733,0.939,-3.662,-36.560,-16.785
0.642,-0.638,1.038,-2.136,-47.791,-16.541
0.576,-0.540,1.130,0.549,-49.805,-15.625
0.525,-0.467,1.167,1.709,-41.870,-16.663
0.454,-0.415,1.169,0.793,-27.710,-17.273
0.417,-0.377,1.139,1.160,-12.207,-14.771
0.403,-0.343,1.068,4.211,2.075,-7.812
0.419,-0.289,0.971,9.766,14.282,0.000
0.460,-0.224,0.854,15.869,23.437,5.676
0.483,-0.176,0.751,20.813,27.344,7.385
0.503,-0.144,0.661,23.376,27.466,6.592
0.532,-0.112,0.593,23.254,25.757,6.226
0.558,-0.082,0.542,21.423,23.743,7.324
0.602,-0.037,0.502,18.616,22.461,8.789
0.645,0.008,0.481,14.771,18.799,8.728
0.649,0.038,0.494,9.216,11.230,4.761
0.646,0.038,0.537,3.052,3.174,-1.282
0.642,0.007,0.589,-0.854,-2.258,-6.653
0.613,-0.031,0.632,-2.502,-4.700,-11.597
0.572,-0.074,0.661,-2.869,-5.127,-16.846
0.509,-0.125,0.692,-5.127,-6.287,-23.071
0.450,-0.181,0.737,-9.338,-8.240,-27.588
0.403,-0.238,0.787,-13.062,-10.559,-28.015
0.371,-0.285,0.832,-15.076,-12.329,-24.658
0.365,-0.302,0.865,-15.320,-12.390,-19.470
0.366,-0.301,0.892,-14.893,-11.597,-14.587
0.375,-0.288,0.915,-14.282,-11.536,-11.047
0.396,-0.260,0.946,-13.611,-11.780,-7.812
0.421,-0.241,0.974,-12.756,-12.268,-5.371
0.434,-0.228,0.997,-12.085,-12.207,-4.639
0.452,-0.212,1.006,-11.047,-10.803,-5.432
0.466,-0.196,1.012,-9.338,-8.301,-6.226
0.482,-0.187,1.002,-6.836,-5.249,-6.287
0.492,-0.179,0.986,-4.089,-3.052,-6.470
0.490,-0.182,0.966,-1.892,-2.258,-7.935
0.479,-0.196,0.942,-0.183,-1.831,-10.376
0.454,-0.211,0.923,0.916,-0.549,-11.536
0.428,-0.227,0.916,1.160,0.671,-11.169
0.423,-0.233,0.902,0.916,2.380,-9.399
0.432,-0.232,0.884,1.526,3.479,-6.714
0.433,-0.232,0.864,2.930,4.089,-4.578
0.445,-0.232,0.838,4.089,4.700,-2.625
0.463,-0.227,0.807,5.127,5.127,-0.916
0.474,-0.216,0.776,5.066,5.310,0.183
0.489,-0.205,0.760,3.540,4.761,0.244
0.504,-0.186,0.757,1.404,2.747,-0.549
0.521,-0.171,0.774,-0.122,0.488,-1.709
0.526,-0.175,0.795,-0.427,-1.404,-3.357
0.522,-0.186,0.803,0.244,-2.502,-5.371
0.517,-0.192,0.801,1.038,-2.441,-7.629
0.511,-0.200,0.793,1.099,-2.258,-8.972
0.507,-0.207,0.792,0.183,-2.686,-9.399
0.496,-0.209,0.795,-1.343,-3.113,-9.888
0.484,-0.219,0.811,-2.258,-3.418,-9.705
0.475,-0.228,0.820,-2.258,-3.540,-8.423
0.462,-0.233,0.832,-1.953,-3.052,-7.019
0.454,-0.234,0.831,-2.197,-2.075,-6.226
0.447,-0.236,0.834,-3.357,-1.221,-5.554
0.438,-0.227,0.849,-4.211,-1.160,-4.517
0.449,-0.219,0.857,-3.723,-1.709,-2.930
0.456,-0.216,0.863,-2.136,-2.747,-2.563
0.460,-0.207,0.857,-0.305,-3.174,-3.296
0.470,-0.202,0.847,0.427,-3.235,-4.395
0.473,-0.202,0.841,0.549,-3.906,-5.066
0.458,-0.198,0.860,-0.732,-4.578,-5.615

0.606,-0.801,1.141,-13.428,14.465,12.085
0.584,-0.859,1.108,-7.629,18.188,13.306
0.556,-0.925,1.058,-1.465,21.179,13.062
0.527,-0.999,1.014,2.869,22.644,13.428
0.517,-1.079,0.958,4.272,23.315,16.663
0.520,-1.161,0.887,4.944,24.414,22.217
0.523,-1.231,0.822,4.211,24.902,29.480
0.510,-1.251,0.744,2.441,24.597,36.560
0.445,-1.230,0.667,1.587,21.423,42.603
0.381,-1.212,0.610,2.686,13.550,48.096
0.345,-1.206,0.568,2.808,3.540,56.152
0.303,-1.216,0.522,0.977,-4.517,67.749
0.255,-1.160,0.476,-3.113,-9.338,79.834
0.210,-1.069,0.418,-6.348,-12.085,92.407
0.158,-0.943,0.358,-7.812,-15.259,105.042
0.119,-0.730,0.310,-10.620,-18.433,112.854
0.042,-0.540,0.325,-15.076,-25.024,113.831
-0.017,-0.389,0.355,-20.630,-34.729,111.633
-0.112,-0.193,0.405,-23.804,-42.358,108.093
-0.246,0.057,0.448,-21.301,-47.363,104.248
-0.379,0.325,0.475,-13.000,-52.979,101.501
-0.475,0.565,0.507,-2.136,-58.594,100.586
-0.488,0.829,0.518,8.789,-59.692,103.577
-0.449,1.145,0.443,16.785,-54.138,110.779
-0.333,1.502,0.360,21.667,-48.584,121.399
-0.138,1.825,0.339,15.442,-50.964,126.282
0.109,2.062,0.440,-9.033,-63.843,121.216
0.465,2.177,0.597,-49.683,-84.717,111.816
0.766,2.140,0.896,-94.604,-109.131,108.032
1.008,2.070,1.220,-138.550,-127.625,111.450
1.204,1.998,1.603,-174.377,-131.897,112.793
1.345,1.895,1.827,-184.814,-115.417,104.065
1.335,1.774,1.883,-157.898,-74.585,83.984
1.213,1.513,1.741,-99.976,-21.118,49.927
0.973,1.252,1.475,-35.217,20.569,7.263
0.755,1.106,1.230,17.456,40.039,-35.767
0.540,0.978,1.003,59.021,41.870,-69.946
0.374,0.892,0.833,86.914,34.790,-89.783
0.250,0.823,0.698,102.722,26.367,-101.257
0.116,0.753,0.632,103.821,15.930,-112.061
-0.017,0.756,0.655,93.933,3.357,-120.667
-0.110,0.787,0.733,82.397,-4.639,-124.329
-0.202,0.835,0.815,72.876,-3.662,-121.399
-0.248,0.876,0.880,64.392,4.211,-115.601
-0.210,0.896,0.899,57.251,18.372,-112.610
-0.146,0.915,0.883,51.758,38.452,-113.953
-0.101,0.887,0.835,47.913,59.937,-117.310
-0.099,0.797,0.773,44.617,75.745,-119.873
-0.096,0.684,0.716,42.725,79.529,-118.591
-0.073,0.580,0.680,44.678,68.542,-114.075
-0.071,0.480,0.680,49.927,48.767,-110.413
-0.057,0.357,0.681,56.091,30.823,-109.558
-0.021,0.182,0.657,60.486,20.325,-109.558
0.006,0.017,0.641,59.814,16.479,-106.140
0.099,-0.146,0.620,53.528,14.954,-99.060
0.173,-0.342,0.619,43.884,14.465,-89.294
0.181,-0.512,0.646,32.288,15.137,-78.918
0.141,-0.619,0.728,19.165,14.465,-70.618
0.113,-0.703,0.827,8.728,11.902,-61.218
0.098,-0.777,0.909,4.700,12.146,-47.668
0.090,-0.835,0.957,5.859,15.869,-33.508
0.136,-0.867,0.959,9.155,21.790,-20.508
0.213,-0.890,0.919,11.902,28.564,-9.094
0.288,-0.913,0.865,11.963,35.583,0.610
0.368,-0.924,0.802,9.521,41.443,8.057
0.435,-0.894,0.762,5.615,43.152,11.963
0.501,-0.870,0.751,2.014,40.710,10.925
0.552,-0.864,0.762,-0.488,38.086,7.202
0.563,-0.863,0.788,-2.930,36.316,2.991
0.549,-0.874,0.823,-4.517,34.607,-0.366
0.541,-0.904,0.864,-3.784,32.166,-0.305
0.626,-0.913,0.836,-0.488,32.166,4.944
0.850,-0.896,0.680,4.211,35.522,12.878
1.081,-0.942,0.487,7.202,34.912,17.761
1.164,-0.970,0.402,3.357,19.592,15.320
1.072,-0.979,0.545,-9.521,-11.963,3.845
0.930,-0.856,0.834,-26.550,-47.119,-8.606
0.735,-0.748,1.106,-33.691,-76.538,-21.912
0.504,-0.640,1.395,-32.654,-92.407,-29.114
0.341,-0.537,1.597,-24.170,-87.280,-30.212
0.301,-0.398,1.641,-9.216,-62.073,-22.217
0.314,-0.313,1.509,10.376,-27.588,-12.695
0.322,-0.280,1.277,26.062,4.150,-8.240
0.317,-0.262,1.054,33.997,28.564,-10.132
0.327,-0.247,0.853,36.987,44.922,-11.963
0.376,-0.254,0.682,41.443,49.683,-8.972
0.412,-0.236,0.573,45.593,45.837,-3.052
0.420,-0.204,0.508,45.593,39.734,4.211
0.445,-0.170,0.448,41.626,36.194,11.169
0.497,-0.119,0.391,34.485,34.180,16.296
0.573,-0.061,0.330,26.794,31.433,19.714
0.627,-0.010,0.301,18.921,26.611,19.836
0.690,0.006,0.281,10.376,19.165,15.259
0.703,-0.025,0.302,1.587,10.803,6.531
0.669,-0.076,0.381,-6.653,1.099,-2.747
0.624,-0.123,0.465,-13.000,-8.484,-10.498
0.574,-0.161,0.551,-17.090,-15.930,-14.832
0.515,-0.201,0.647,-20.264,-21.301,-17.639
0.453,-0.236,0.742,-23.254,-25.879,-19.226
0.400,-0.269,0.834,-25.391,-28.503,-18.616
0.378,-0.298,0.910,-25.574,-27.649,-14.343
0.373,-0.314,0.966,-23.804,-24.048,-6.470
0.388,-0.308,1.003,-21.851,-18.921,0.305
0.435,-0.284,1.013,-20.203,-13.062,4.822
0.476,-0.259,1.013,-18.677,-7.690,6.775
0.495,-0.249,1.013,-16.724,-5.005,6.348
0.507,-0.247,1.007,-14.648,-3.906,4.639
0.523,-0.244,1.001,-11.292,-2.991,4.028
0.537,-0.232,0.985,-7.019,-2.808,4.639
0.549,-0.203,0.960,-3.601,-2.869,3.967
0.552,-0.181,0.948,-1.709,-2.808,1.770
0.546,-0.178,0.936,-0.610,-3.052,-0.732
0.532,-0.180,0.930,0.000,-3.296,-2.319
0.522,-0.180,0.924,0.610,-1.892,-3.296
0.510,-0.187,0.924,1.343,-0.488,-3.723
0.518,-0.192,0.911,2.563,0.610,-2.686
0.528,-0.190,0.888,4.395,2.014,-0.793
0.518,-0.193,0.866,5.127,3.845,-0.183
0.516,-0.195,0.855,5.127,4.272,-0.061

0.604,-0.975,1.098,-12.329,4.395,15.869
0.589,-1.053,1.094,-11.963,8.362,18.616
0.562,-1.140,1.056,-11.169,17.944,21.057
0.531,-1.234,0.988,-11.414,30.212,22.583
0.482,-1.300,0.890,-12.634,39.978,23.743
0.429,-1.361,0.815,-11.597,42.664,25.940
0.397,-1.404,0.760,-8.179,37.415,30.945
0.344,-1.441,0.712,-2.808,26.672,39.978
0.289,-1.448,0.650,2.991,15.686,51.025
0.226,-1.409,0.596,6.775,5.676,65.308
0.169,-1.373,0.560,6.470,-3.540,81.909
0.116,-1.301,0.511,3.113,-10.803,99.487
0.051,-1.178,0.464,-1.343,-15.320,117.798
-0.030,-1.026,0.420,-6.836,-17.944,135.620
-0.114,-0.766,0.390,-13.916,-21.118,151.306
-0.175,-0.403,0.383,-20.996,-25.452,161.743
-0.263,-0.076,0.422,-27.222,-33.325,166.077
-0.313,0.255,0.447,-30.640,-42.358,166.504
-0.392,0.582,0.478,-27.771,-52.124,163.208
-0.409,0.909,0.477,-19.836,-57.739,161.926
-0.368,1.298,0.437,-12.024,-55.908,160.645
-0.332,1.594,0.390,-8.362,-52.490,154.907
-0.268,1.834,0.374,-9.705,-57.373,151.245
-0.130,2.023,0.456,-20.081,-78.308,150.452
0.057,2.132,0.625,-44.373,-102.539,145.447
0.278,2.105,0.832,-75.134,-119.141,143.311
0.541,2.028,1.039,-100.647,-122.925,145.020
0.792,1.932,1.246,-116.821,-114.990,144.958
0.974,1.799,1.403,-121.765,-96.008,138.977
1.074,1.636,1.459,-112.427,-68.848,123.718
1.088,1.459,1.420,-90.027,-37.354,97.229
1.010,1.260,1.278,-57.800,-8.911,62.500
0.905,1.114,1.112,-21.118,10.315,26.611
0.813,1.017,0.935,12.817,20.752,-4.822
0.710,0.887,0.727,40.710,21.057,-28.687
0.601,0.782,0.583,57.129,14.648,-45.959
0.521,0.716,0.503,61.279,7.263,-59.692
0.456,0.694,0.475,56.519,-0.854,-71.533
0.395,0.720,0.503,47.546,-10.559,-81.665
0.344,0.774,0.567,41.565,-19.653,-87.524
0.298,0.813,0.638,40.527,-25.757,-90.332
0.285,0.859,0.711,40.222,-26.306,-94.849
0.247,0.889,0.794,38.330,-21.545,-102.844
0.159,0.892,0.906,35.339,-14.954,-112.183
0.075,0.881,1.011,34.607,-6.775,-117.004
0.037,0.882,1.063,39.917,4.395,-113.525
0.028,0.927,1.061,49.988,20.813,-105.347
0.060,0.955,0.997,59.814,38.452,-100.037
0.039,0.917,0.906,64.026,52.002,-102.417
0.063,0.783,0.806,62.500,58.167,-108.154
0.146,0.620,0.723,56.213,56.824,-109.741
0.249,0.474,0.665,46.997,51.208,-104.858
0.317,0.441,0.666,37.109,42.664,-96.619
0.327,0.434,0.725,29.114,29.724,-91.553
0.328,0.363,0.836,23.682,15.137,-93.567
0.269,0.273,0.971,20.264,1.770,-98.022
0.213,0.167,1.053,21.118,-5.249,-100.220
0.219,-0.002,1.075,27.588,-5.371,-99.915
0.217,-0.167,1.066,34.058,-0.061,-96.985
0.216,-0.318,1.015,35.950,10.254,-94.788
0.224,-0.472,0.963,35.217,20.630,-91.858
0.240,-0.613,0.915,34.302,28.809,-87.280
0.244,-0.729,0.883,33.997,34.485,-81.055
0.227,-0.824,0.858,35.278,37.292,-74.036
0.210,-0.895,0.839,37.842,38.452,-66.650
0.181,-0.938,0.828,41.321,39.978,-57.190
0.185,-0.947,0.786,43.945,41.626,-45.654
0.202,-0.948,0.743,45.288,42.480,-33.203
0.240,-0.903,0.703,43.335,40.588,-21.362
0.321,-0.840,0.683,38.025,37.964,-12.695
0.386,-0.829,0.682,32.104,36.011,-7.263
0.458,-0.820,0.677,25.696,36.011,-3.723
0.518,-0.802,0.674,20.203,37.170,-2.502
0.560,-0.816,0.698,15.991,36.194,-3.784
0.591,-0.816,0.721,12.207,33.691,-6.348
0.672,-0.850,0.684,11.719,33.997,-7.629
0.784,-0.910,0.582,12.207,35.339,-6.348
0.864,-0.981,0.472,10.315,32.288,-4.272
0.868,-0.984,0.441,4.761,20.813,-4.028
0.797,-0.911,0.538,-3.906,-0.488,-7.202
0.686,-0.805,0.726,-8.850,-28.564,-12.695
0.584,-0.721,0.896,-7.141,-53.040,-17.029
0.437,-0.594,1.077,-2.686,-66.284,-19.104
0.326,-0.481,1.219,1.831,-64.575,-20.020
0.254,-0.411,1.282,7.385,-48.462,-15.869
0.253,-0.359,1.252,12.329,-22.095,-8.728
0.277,-0.318,1.129,16.235,7.874,-0.305
0.318,-0.289,0.960,19.775,32.898,7.690
0.373,-0.261,0.802,21.790,48.767,13.306
0.451,-0.239,0.653,23.865,54.565,16.663
0.530,-0.208,0.537,27.039,53.467,19.714
0.612,-0.179,0.436,28.076,48.462,21.118
0.676,-0.140,0.359,25.024,40.100,20.325
0.753,-0.104,0.311,19.043,29.663,18.250
0.785,-0.079,0.321,11.902,14.648,14.038
0.781,-0.072,0.374,3.784,0.732,7.202
0.743,-0.100,0.465,-1.831,-8.789,0.610
0.697,-0.116,0.543,-4.944,-14.038,-3.601
0.659,-0.114,0.611,-6.287,-15.869,-6.470
0.616,-0.126,0.675,-8.179,-16.174,-9.888
0.576,-0.146,0.728,-11.719,-15.869,-14.221
0.538,-0.185,0.782,-15.015,-14.221,-17.517
0.517,-0.234,0.819,-16.052,-12.146,-18.005
0.519,-0.275,0.831,-13.550,-9.888,-14.587
0.527,-0.297,0.828,-10.071,-6.958,-10.071
0.526,-0.305,0.825,-8.911,-4.395,-7.019
0.536,-0.308,0.830,-9.888,-3.906,-3.967
0.557,-0.301,0.845,-10.315,-4.883,-0.366
0.570,-0.290,0.858,-9.949,-6.165,2.014
0.579,-0.266,0.863,-8.423,-6.714,1.648
0.593,-0.235,0.868,-6.409,-7.202,-0.366
0.598,-0.210,0.875,-4.517,-8.240,-2.808
0.588,-0.209,0.888,-2.502,-8.972,-5.310
0.571,-0.224,0.890,-0.549,-7.812,-7.690
0.558,-0.233,0.868,1.404,-4.333,-9.033
0.544,-0.241,0.840,2.441,-1.221,-9.155
0.527,-0.257,0.830,2.380,-0.244,-8.362
0.523,-0.273,0.820,1.526,-0.305,-6.958
0.527,-0.276,0.804,1.038,1.526,-4.639

0.667,-0.957,0.954,-11.230,1.953,36.926
0.669,-1.000,0.915,-13.672,9.583,39.856
0.669,-1.036,0.864,-16.968,18.127,41.077
0.657,-1.084,0.821,-19.531,22.034,41.016
0.628,-1.149,0.799,-20.752,20.630,40.710
0.594,-1.199,0.779,-19.348,17.090,40.771
0.546,-1.232,0.754,-15.564,13.000,41.748
0.494,-1.243,0.711,-9.949,7.935,43.518
0.438,-1.220,0.658,-3.967,0.793,47.119
0.391,-1.189,0.605,-1.404,-6.714,53.040
0.320,-1.157,0.558,-2.380,-12.512,62.683
0.212,-1.105,0.530,-5.371,-17.151,74.585
0.118,-1.063,0.528,-8.972,-24.353,89.172
0.016,-0.950,0.529,-13.489,-31.677,107.056
-0.005,-0.724,0.523,-17.151,-33.752,125.671
-0.050,-0.490,0.510,-20.142,-32.593,138.184
-0.072,-0.262,0.498,-23.926,-33.142,143.555
-0.058,-0.019,0.471,-24.841,-35.217,141.968
-0.079,0.235,0.482,-20.508,-41.565,134.155
-0.138,0.450,0.507,-13.245,-49.377,121.765
-0.267,0.655,0.556,-7.141,-57.190,108.276
-0.354,0.853,0.576,-0.427,-60.547,103.638
-0.424,1.058,0.538,7.446,-59.326,112.061
-0.387,1.298,0.457,11.536,-53.894,125.793
-0.179,1.572,0.381,8.911,-50.598,140.503
0.033,1.787,0.373,-2.197,-56.946,149.597
0.229,1.919,0.442,-23.499,-69.519,148.071
0.430,1.972,0.653,-52.429,-80.444,136.475
0.640,1.906,0.921,-81.360,-88.257,121.948
0.824,1.761,1.205,-104.614,-89.050,109.497
1.015,1.615,1.426,-116.699,-77.393,100.769
1.146,1.454,1.450,-108.093,-49.744,91.919
1.221,1.403,1.321,-76.660,-13.611,75.867
1.183,1.223,1.135,-32.837,13.672,43.518
1.023,1.077,1.012,2.869,21.240,1.526
0.900,0.956,0.866,28.748,17.090,-38.696
0.732,0.854,0.743,50.964,6.836,-63.538
0.590,0.784,0.688,65.063,-2.319,-75.623
0.495,0.740,0.662,64.392,-8.179,-85.144
0.414,0.751,0.666,52.368,-11.658,-94.910
0.374,0.822,0.718,41.626,-12.512,-101.685
0.316,0.880,0.802,38.208,-10.437,-103.760
0.232,0.965,0.885,39.429,-5.432,-103.271
0.175,1.077,0.921,43.091,2.563,-104.492
0.138,1.170,0.928,48.706,15.869,-109.680
0.097,1.187,0.924,53.101,32.593,-117.798
0.099,1.102,0.853,53.772,48.584,-125.183
0.093,0.914,0.744,50.720,61.462,-129.578
0.066,0.693,0.684,46.265,64.880,-130.859
0.043,0.502,0.623,45.227,55.847,-129.944
0.045,0.373,0.605,49.927,39.185,-126.038
0.002,0.245,0.669,56.030,20.203,-120.178
-0.025,0.142,0.746,55.115,5.920,-113.464
0.035,0.047,0.787,48.767,1.160,-103.333
0.113,-0.009,0.831,39.124,3.906,-92.224
0.195,-0.105,0.854,26.672,10.559,-86.365
0.265,-0.207,0.867,12.573,16.052,-83.923
0.291,-0.297,0.872,2.991,17.273,-82.336
0.294,-0.424,0.890,2.441,14.404,-82.520
0.282,-0.577,0.910,7.568,10.559,-83.801
0.229,-0.687,0.943,12.939,8.667,-83.130
0.202,-0.756,0.966,18.982,8.362,-77.087
0.253,-0.830,0.947,25.696,11.108,-64.026
0.296,-0.900,0.920,28.503,14.832,-47.852
0.325,-0.956,0.904,25.391,17.700,-33.691
0.364,-0.981,0.912,18.066,19.836,-23.560
0.409,-0.969,0.928,11.353,24.414,-16.052
0.440,-0.941,0.938,7.935,31.128,-10.681
0.470,-0.900,0.957,8.301,36.011,-7.507
0.488,-0.879,0.980,10.864,37.964,-7.019
0.505,-0.855,0.971,14.587,40.100,-5.798
0.546,-0.825,0.909,19.287,43.335,-2.686
0.603,-0.790,0.826,24.170,44.800,1.221
0.665,-0.777,0.764,26.978,41.992,3.601
0.766,-0.813,0.681,27.222,37.109,3.662
0.888,-0.881,0.570,25.574,32.349,5.127
0.993,-0.919,0.466,21.545,26.306,7.812
0.979,-0.876,0.460,12.695,13.611,7.019
0.906,-0.773,0.615,1.160,-7.690,2.136
0.781,-0.667,0.788,-4.150,-30.151,-4.028
0.629,-0.579,0.938,-0.854,-45.898,-9.277
0.499,-0.479,1.071,6.348,-51.025,-11.902
0.398,-0.402,1.144,14.771,-45.349,-11.292
0.354,-0.337,1.147,23.499,-31.433,-5.310
0.364,-0.284,1.071,30.701,-12.024,2.197
0.391,-0.236,0.946,33.508,9.583,7.690
0.381,-0.194,0.831,32.227,28.992,9.888
0.409,-0.179,0.717,29.419,42.114,10.254
0.467,-0.177,0.607,27.588,49.011,10.864
0.536,-0.180,0.504,27.466,51.086,12.634
0.609,-0.188,0.407,27.039,51.086,13.245
0.675,-0.199,0.317,24.719,48.828,11.230
0.708,-0.205,0.262,19.409,42.419,7.690
0.715,-0.219,0.254,12.085,29.907,3.723
0.709,-0.241,0.290,4.700,14.099,0.610
0.695,-0.250,0.360,-1.038,0.732,-0.977
0.670,-0.243,0.439,-4.517,-8.301,-1.892
0.644,-0.228,0.503,-7.263,-14.343,-3.418
0.614,-0.209,0.571,-9.338,-18.372,-5.981
0.578,-0.202,0.650,-11.841,-20.813,-9.766
0.558,-0.209,0.718,-13.916,-21.423,-12.695
0.553,-0.226,0.770,-14.282,-19.470,-13.062
0.556,-0.251,0.805,-13.184,-16.418,-11.597
0.567,-0.279,0.825,-12.451,-12.634,-9.216
0.576,-0.302,0.835,-11.841,-9.521,-6.409
0.581,-0.316,0.841,-11.108,-7.446,-4.272
0.590,-0.321,0.839,-10.437,-5.676,-2.502
0.599,-0.319,0.838,-9.155,-4.700,-1.648
0.600,-0.316,0.830,-8.240,-4.089,-1.526
0.595,-0.304,0.823,-7.935,-3.052,-1.953
0.598,-0.282,0.829,-7.446,-2.930,-2.563
0.592,-0.277,0.834,-6.897,-3.296,-4.150
0.564,-0.276,0.837,-5.920,-2.808,-6.287
0.556,-0.266,0.835,-4.578,-1.221,-7.446
0.567,-0.258,0.822,-2.258,-1.587,-6.287
0.579,-0.255,0.812,0.610,-3.052,-3.845
0.581,-0.254,0.802,1.709,-3.296,-3.235
0.568,-0.255,0.808,1.221,-2.441,-4.150
0.572,-0.253,0.817,0.549,-1.953,-3.479

0.544,-1.247,0.752,-26.001,22.522,30.090
0.539,-1.301,0.722,-30.823,25.757,38.025
0.533,-1.345,0.707,-36.255,24.170,45.410
0.523,-1.378,0.707,-38.757,17.395,53.528
0.534,-1.405,0.696,-36.438,9.460,63.538
0.540,-1.398,0.679,-31.311,1.343,73.669
0.527,-1.369,0.654,-26.245,-5.859,82.275
0.504,-1.345,0.625,-23.193,-11.719,88.562
0.474,-1.288,0.593,-24.414,-14.709,94.971
0.426,-1.195,0.546,-28.564,-15.564,101.746
0.359,-1.098,0.498,-30.762,-17.212,109.497
0.301,-0.962,0.451,-30.579,-23.132,118.958
0.230,-0.754,0.424,-27.649,-33.936,127.197
0.157,-0.527,0.403,-21.912,-45.288,130.676
0.064,-0.318,0.400,-14.404,-55.603,129.272
-0.042,-0.091,0.396,-5.005,-65.674,125.122
-0.213,0.124,0.420,5.432,-78.064,120.422
-0.340,0.411,0.429,14.282,-87.341,120.850
-0.429,0.731,0.396,18.616,-90.210,125.488
-0.465,1.062,0.384,17.395,-91.553,131.470
-0.466,1.357,0.393,9.216,-94.116,137.390
-0.405,1.679,0.442,-5.188,-95.581,141.357
-0.228,1.926,0.537,-21.851,-102.173,145.081
-0.130,2.000,0.766,-44.861,-117.859,147.827
0.000,1.973,1.039,-74.707,-128.967,147.888
0.225,1.901,1.331,-102.112,-125.061,149.292
0.515,1.819,1.550,-121.338,-104.858,151.611
0.813,1.711,1.614,-124.634,-66.345,149.963
1.004,1.604,1.500,-108.215,-21.545,139.526
1.091,1.477,1.284,-77.209,11.780,114.624
1.060,1.326,1.087,-40.894,23.682,77.026
0.970,1.224,0.965,-11.597,18.799,34.851
0.894,1.149,0.847,10.803,9.644,-0.427
0.816,1.087,0.758,29.236,2.441,-24.048
0.722,1.019,0.691,40.283,-1.465,-42.358
0.615,0.969,0.655,43.091,-5.005,-59.387
0.506,0.934,0.660,41.565,-8.667,-73.975
0.393,0.923,0.733,38.940,-12.390,-83.435
0.343,0.960,0.826,36.804,-15.564,-86.426
0.320,1.052,0.917,34.302,-13.977,-87.952
0.244,1.158,1.025,31.921,-5.615,-93.140
0.194,1.218,1.127,31.494,8.301,-101.135
0.150,1.229,1.171,35.828,25.940,-109.009
0.135,1.200,1.117,44.373,45.288,-116.943
0.155,1.088,0.962,54.565,64.087,-122.070
0.127,0.965,0.817,60.486,76.050,-126.160
0.077,0.823,0.724,61.401,78.613,-130.310
0.044,0.679,0.678,60.669,69.946,-131.409
0.036,0.553,0.702,59.387,53.101,-127.869
0.040,0.421,0.745,56.458,36.072,-122.070
0.087,0.246,0.743,51.880,25.024,-116.821
0.154,0.068,0.706,47.852,20.630,-112.427
0.180,-0.056,0.675,44.373,18.372,-107.239
0.194,-0.084,0.673,40.710,13.794,-100.464
0.216,-0.101,0.691,37.781,5.493,-94.849
0.206,-0.145,0.756,35.461,-3.418,-91.858
0.176,-0.191,0.854,32.227,-9.827,-92.224
0.190,-0.297,0.927,28.015,-9.338,-93.506
0.216,-0.441,0.981,22.827,-1.282,-92.102
0.235,-0.558,1.000,17.151,12.207,-86.670
0.260,-0.657,0.983,13.672,28.625,-79.712
0.298,-0.766,0.926,13.184,42.358,-72.571
0.328,-0.849,0.878,15.686,50.903,-64.819
0.339,-0.898,0.835,20.630,53.162,-56.885
0.345,-0.932,0.828,28.259,49.500,-50.049
0.361,-0.918,0.826,33.752,43.091,-45.776
0.370,-0.913,0.797,37.170,37.842,-41.748
0.397,-0.948,0.787,40.161,34.424,-35.889
0.421,-0.975,0.778,39.001,32.898,-28.259
0.435,-0.982,0.764,35.156,33.936,-20.996
0.456,-0.971,0.749,32.227,35.889,-14.771
0.490,-0.930,0.722,30.151,37.903,-9.338
0.518,-0.860,0.707,28.381,40.100,-5.371
0.547,-0.827,0.700,27.100,41.687,-5.005
0.603,-0.849,0.666,26.367,43.762,-6.531
0.682,-0.898,0.593,25.269,45.898,-6.409
0.777,-0.954,0.499,23.865,45.593,-3.113
0.852,-0.991,0.411,22.034,38.757,1.526
0.867,-0.964,0.389,18.738,23.743,5.005
0.804,-0.869,0.467,12.695,2.625,3.174
0.693,-0.769,0.613,7.629,-19.104,-2.014
0.580,-0.676,0.740,6.287,-34.912,-5.920
0.483,-0.573,0.850,8.057,-41.260,-7.629
0.403,-0.465,0.927,10.559,-37.048,-9.277
0.354,-0.383,0.958,12.756,-24.353,-9.949
0.344,-0.347,0.938,14.954,-8.118,-9.277
0.341,-0.334,0.878,16.602,8.972,-6.531
0.338,-0.332,0.787,18.005,23.376,-1.587
0.359,-0.345,0.689,19.104,31.982,2.747
0.410,-0.365,0.592,20.996,37.354,7.263
0.466,-0.373,0.496,22.522,39.917,12.695
0.509,-0.368,0.416,22.034,40.222,18.799
0.586,-0.354,0.336,19.409,36.865,24.536
0.637,-0.318,0.301,13.977,28.564,28.442
0.732,-0.270,0.278,7.751,18.494,30.762
0.790,-0.215,0.285,1.587,7.324,29.846
0.790,-0.189,0.352,-4.517,-5.676,24.048
0.758,-0.202,0.447,-9.888,-18.616,14.099
0.715,-0.218,0.535,-12.939,-25.269,5.798
0.691,-0.205,0.613,-13.489,-26.123,1.587
0.661,-0.205,0.673,-14.282,-25.146,-0.732
0.621,-0.218,0.727,-16.052,-24.109,-2.869
0.594,-0.243,0.770,-17.639,-21.912,-5.127
0.586,-0.271,0.802,-17.883,-18.616,-5.066
0.591,-0.287,0.820,-16.296,-14.954,-2.747
0.600,-0.296,0.819,-14.160,-10.193,-0.671
0.609,-0.306,0.814,-12.085,-5.737,0.610
