,domain,entity_id,state,last_changed,attributes,entity_name,device_class,unit_of_measurement,friendly_name
12343,sensor,sensor.next_train_to_wat,42.0,2019-12-28 22:03:53.423406,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12345,sensor,sensor.hue_front_porch_sensor_temperature,8.66,2019-12-28 22:02:31.033165,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
12346,sensor,sensor.next_train_to_wat,43.0,2019-12-28 22:02:20.395316,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12347,sensor,sensor.garden_sensor_temperature,7.16,2019-12-28 22:02:13.033723,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
12350,sensor,sensor.next_train_to_wat,45.0,2019-12-28 22:00:47.451450,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12351,sensor,sensor.netatmo_master_bedroom_co2,337.0,2019-12-28 22:00:32.604681,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
12352,sensor,sensor.netatmo_master_bedroom_noise,39.0,2019-12-28 22:00:32.597949,"{'unit_of_measurement': 'dB', 'friendly_name': 'netatmo Master Bedroom Noise', 'icon': 'mdi:volume-high'}",netatmo_master_bedroom_noise,unknown,dB,netatmo Master Bedroom Noise
12353,sensor,sensor.netatmo_master_bedroom_pressure,1035.9,2019-12-28 22:00:32.592912,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
12355,sensor,sensor.next_train_to_wat,46.0,2019-12-28 21:59:14.381938,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12357,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-28 21:58:31.032989,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12359,sensor,sensor.garden_sensor_light_level,1.0,2019-12-28 21:57:55.042290,"{'battery_level': 100, 'lightlevel': 0, 'daylight': False, 'dark': True, 'threshold_dark': 16000, 'threshold_offset': 7000, 'unit_of_measurement': 'lx', 'friendly_name': 'Garden sensor light level', 'device_class': 'illuminance'}",garden_sensor_light_level,illuminance,lx,Garden sensor light level
12360,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-28 21:57:43.047889,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12361,sensor,sensor.next_train_to_wat,48.0,2019-12-28 21:57:41.421032,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12362,sensor,sensor.garden_sensor_temperature,7.02,2019-12-28 21:57:13.040984,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
12363,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-28 21:57:01.056158,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12365,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-28 21:56:31.042201,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12366,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-28 21:56:19.048618,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12367,sensor,sensor.next_train_to_wat,49.0,2019-12-28 21:56:08.383533,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12369,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-28 21:55:55.031432,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12371,sensor,sensor.hue_motion_sensor_1_temperature,12.2,2019-12-28 21:54:37.036681,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
12372,sensor,sensor.next_train_to_wat,51.0,2019-12-28 21:54:35.373813,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12374,sensor,sensor.next_train_to_wat,52.0,2019-12-28 21:53:02.500288,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12375,sensor,sensor.garden_sensor_light_level,1.05,2019-12-28 21:53:01.037997,"{'battery_level': 100, 'lightlevel': 231, 'daylight': False, 'dark': True, 'threshold_dark': 16000, 'threshold_offset': 7000, 'unit_of_measurement': 'lx', 'friendly_name': 'Garden sensor light level', 'device_class': 'illuminance'}",garden_sensor_light_level,illuminance,lx,Garden sensor light level
12377,sensor,sensor.living_room_sensor_temperature,18.15,2019-12-28 21:52:07.031019,"{'battery_level': 62, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
12379,sensor,sensor.next_train_to_wat,54.0,2019-12-28 21:51:29.370790,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12381,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-28 21:50:07.059399,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12383,sensor,sensor.next_train_to_wat,56.0,2019-12-28 21:49:56.404449,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12384,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-28 21:49:43.043132,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12385,sensor,sensor.speedtest_download,34.44,2019-12-28 21:49:26.567595,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Download', 'icon': 'mdi:speedometer'}",speedtest_download,unknown,Mbit/s,Speedtest Download
12386,sensor,sensor.speedtest_ping,12.383,2019-12-28 21:49:26.560012,"{'unit_of_measurement': 'ms', 'friendly_name': 'Speedtest Ping', 'icon': 'mdi:speedometer'}",speedtest_ping,unknown,ms,Speedtest Ping
12387,sensor,sensor.speedtest_upload,9.5,2019-12-28 21:49:26.553710,"{'unit_of_measurement': 'Mbit/s', 'friendly_name': 'Speedtest Upload', 'icon': 'mdi:speedometer'}",speedtest_upload,unknown,Mbit/s,Speedtest Upload
12389,binary_sensor,binary_sensor.office_sensor_motion,0.0,2019-12-28 21:48:49.058115,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12390,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-28 21:48:31.034054,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12391,binary_sensor,binary_sensor.office_sensor_motion,1.0,2019-12-28 21:48:25.036713,"{'battery_level': 54, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Office sensor motion', 'device_class': 'motion'}",office_sensor_motion,motion,unknown,Office sensor motion
12392,sensor,sensor.next_train_to_wat,57.0,2019-12-28 21:48:23.373766,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12393,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-28 21:48:07.031877,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12395,sensor,sensor.office_sensor_temperature,15.65,2019-12-28 21:47:55.032514,"{'battery_level': 54, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
12396,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,0.0,2019-12-28 21:47:31.057179,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12397,sensor,sensor.hue_front_porch_sensor_temperature,8.52,2019-12-28 21:47:31.054320,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
12398,sensor,sensor.garden_sensor_temperature,6.74,2019-12-28 21:47:13.036268,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
12399,binary_sensor,binary_sensor.living_room_sensor_motion,0.0,2019-12-28 21:47:13.031770,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12400,sensor,sensor.living_room_sensor_temperature,18.0,2019-12-28 21:47:07.034641,"{'battery_level': 62, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
12402,sensor,sensor.next_train_to_wat,59.0,2019-12-28 21:46:50.377096,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12403,binary_sensor,binary_sensor.hue_motion_sensor_1_motion,1.0,2019-12-28 21:46:49.032185,"{'battery_level': 100, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Downstairs hallway motion', 'device_class': 'motion'}",hue_motion_sensor_1_motion,motion,unknown,Downstairs hallway motion
12404,binary_sensor,binary_sensor.living_room_sensor_motion,1.0,2019-12-28 21:46:31.032412,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12405,binary_sensor,binary_sensor.living_room_sensor_motion,0.0,2019-12-28 21:46:25.033077,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12406,binary_sensor,binary_sensor.living_room_sensor_motion,1.0,2019-12-28 21:46:19.032306,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12407,binary_sensor,binary_sensor.living_room_sensor_motion,0.0,2019-12-28 21:46:13.038849,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12409,binary_sensor,binary_sensor.living_room_sensor_motion,1.0,2019-12-28 21:45:55.031637,"{'battery_level': 62, 'sensitivity': 2, 'sensitivity_max': 2, 'friendly_name': 'Living room sensor motion', 'device_class': 'motion'}",living_room_sensor_motion,motion,unknown,Living room sensor motion
12410,sensor,sensor.netatmo_master_bedroom_co2,280.0,2019-12-28 21:45:33.268991,"{'unit_of_measurement': 'ppm', 'friendly_name': 'netatmo Master Bedroom CO2', 'icon': 'mdi:periodic-table-co2'}",netatmo_master_bedroom_co2,unknown,ppm,netatmo Master Bedroom CO2
12411,sensor,sensor.next_train_to_wat,60.0,2019-12-28 21:45:17.369486,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12413,sensor,sensor.hue_motion_sensor_1_temperature,12.34,2019-12-28 21:44:43.034805,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
12415,sensor,sensor.next_train_to_wat,2.0,2019-12-28 21:43:44.394616,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'EARLY', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12417,sensor,sensor.office_sensor_temperature,15.51,2019-12-28 21:42:55.033676,"{'battery_level': 54, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
12418,sensor,sensor.garden_sensor_temperature,7.02,2019-12-28 21:42:13.034743,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Garden sensor temperature', 'device_class': 'temperature'}",garden_sensor_temperature,temperature,°C,Garden sensor temperature
12419,sensor,sensor.next_train_to_wat,3.0,2019-12-28 21:42:11.372860,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'EARLY', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12422,sensor,sensor.next_train_to_wat,5.0,2019-12-28 21:40:38.362158,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'EARLY', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12424,sensor,sensor.next_train_to_wat,6.0,2019-12-28 21:39:06.412165,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'EARLY', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12427,sensor,sensor.office_sensor_temperature,15.65,2019-12-28 21:37:55.036383,"{'battery_level': 54, 'unit_of_measurement': '°C', 'friendly_name': 'Office sensor temperature', 'device_class': 'temperature'}",office_sensor_temperature,temperature,°C,Office sensor temperature
12428,sensor,sensor.next_train_to_wat,8.0,2019-12-28 21:37:33.409860,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12429,sensor,sensor.living_room_sensor_temperature,17.72,2019-12-28 21:37:13.058192,"{'battery_level': 62, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
12432,sensor,sensor.next_train_to_wat,9.0,2019-12-28 21:36:00.420776,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12433,sensor,sensor.netatmo_master_bedroom_pressure,1035.6,2019-12-28 21:35:13.282504,"{'unit_of_measurement': 'mbar', 'friendly_name': 'netatmo Master Bedroom Pressure', 'icon': 'mdi:gauge'}",netatmo_master_bedroom_pressure,unknown,mbar,netatmo Master Bedroom Pressure
12435,sensor,sensor.hue_motion_sensor_1_temperature,12.48,2019-12-28 21:34:43.034407,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
12436,sensor,sensor.next_train_to_wat,11.0,2019-12-28 21:34:27.367419,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12439,sensor,sensor.next_train_to_wat,13.0,2019-12-28 21:32:54.381486,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12440,sensor,sensor.hue_front_porch_sensor_temperature,8.66,2019-12-28 21:32:31.031525,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Hue front porch sensor temperature', 'device_class': 'temperature'}",hue_front_porch_sensor_temperature,temperature,°C,Hue front porch sensor temperature
12442,sensor,sensor.next_train_to_wat,14.0,2019-12-28 21:31:22.375571,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12444,sensor,sensor.living_room_sensor_light_level,1.0,2019-12-28 21:30:25.032991,"{'battery_level': 62, 'lightlevel': 0, 'daylight': False, 'dark': True, 'threshold_dark': 16000, 'threshold_offset': 7000, 'unit_of_measurement': 'lx', 'friendly_name': 'Living room sensor light level', 'device_class': 'illuminance'}",living_room_sensor_light_level,illuminance,lx,Living room sensor light level
12446,sensor,sensor.next_train_to_wat,16.0,2019-12-28 21:29:49.386088,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12447,sensor,sensor.hue_motion_sensor_1_temperature,12.2,2019-12-28 21:29:43.032690,"{'battery_level': 100, 'unit_of_measurement': '°C', 'friendly_name': 'Downstairs hallway temperature', 'device_class': 'temperature'}",hue_motion_sensor_1_temperature,temperature,°C,Downstairs hallway temperature
12449,sensor,sensor.next_train_to_wat,17.0,2019-12-28 21:28:16.370372,"{'station_code': 'MAL', 'calling_at': 'WAT', 'next_trains': [{'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '21:45', 'estimated': '21:45', 'platform': None, 'operator_name': 'South Western Railway'}, {'origin_name': 'Chessington South', 'destination_name': 'London Waterloo', 'status': 'ON TIME', 'scheduled': '22:45', 'estimated': '22:45', 'platform': None, 'operator_name': 'South Western Railway'}], 'unit_of_measurement': 'min', 'friendly_name': 'Next train to WAT', 'icon': 'mdi:train'}",next_train_to_wat,unknown,min,Next train to WAT
12451,sensor,sensor.living_room_sensor_temperature,17.86,2019-12-28 21:27:13.035469,"{'battery_level': 62, 'unit_of_measurement': '°C', 'friendly_name': 'Living room sensor temperature', 'device_class': 'temperature'}",living_room_sensor_temperature,temperature,°C,Living room sensor temperature
